Date,Close
6/15/21,199.7866
6/14/21,205.8966
6/11/21,203.2966
6/10/21,203.3733
6/9/21,199.5933
6/8/21,201.1966
6/7/21,201.71
6/4/21,199.6833
6/3/21,190.9466
6/2/21,201.7066
6/1/21,207.9666
5/28/21,208.4066
5/27/21,210.2833
5/26/21,206.3766
5/25/21,201.5633
5/24/21,202.1466
5/21/21,193.6266
5/20/21,195.5933
5/19/21,187.82
5/18/21,192.6233
5/17/21,192.2766
5/14/21,196.58
5/13/21,190.5633
5/12/21,196.63
5/11/21,205.7333
5/10/21,209.68
5/7/21,224.1233
5/6/21,221.18
5/5/21,223.6466
5/4/21,224.5333
5/3/21,228.3
4/30/21,236.48
4/29/21,225.6666
4/28/21,231.4666
4/27/21,234.9133
4/26/21,246.0666
4/23/21,243.1333
4/22/21,239.8966
4/21/21,248.04
4/20/21,239.6633
4/19/21,238.21
4/16/21,246.5933
4/15/21,246.2833
4/14/21,244.0766
4/13/21,254.1066
4/12/21,233.9933
4/9/21,225.6733
4/8/21,227.9333
4/7/21,223.6566
4/6/21,230.54
4/5/21,230.35
4/1/21,220.5833
3/31/21,222.6433
3/30/21,211.8733
3/29/21,203.7633
3/26/21,206.2366
3/25/21,213.4633
3/24/21,210.09
3/23/21,220.72
3/22/21,223.3333
3/19/21,218.29
3/18/21,217.72
3/17/21,233.9366
3/16/21,225.6266
3/15/21,235.98
3/12/21,231.2433
3/11/21,233.2
3/10/21,222.6866
3/9/21,224.5266
3/8/21,187.6666
3/5/21,199.3166
3/4/21,207.1466
3/3/21,217.7333
3/2/21,228.8133
3/1/21,239.4766
2/26/21,225.1666
2/25/21,227.4066
2/24/21,247.34
2/23/21,232.9466
2/22/21,238.1666
2/19/21,260.4333
2/18/21,262.46
2/17/21,266.05
2/16/21,265.4066
2/12/21,272.04
2/11/21,270.5533
2/10/21,268.2733
2/9/21,283.1533
2/8/21,287.8066
2/5/21,284.0766
2/4/21,283.33
2/3/21,284.8966
2/2/21,290.93
2/1/21,279.9366
1/29/21,264.51
1/28/21,278.4766
1/27/21,288.0533
1/26/21,294.3633
1/25/21,293.6
1/22/21,282.2133
1/21/21,281.6633
1/20/21,283.4833
1/19/21,281.5166
1/15/21,275.3866
1/14/21,281.6666
1/13/21,284.8033
1/12/21,283.1466
1/11/21,270.3966
1/8/21,293.34
1/7/21,272.0133
1/6/21,251.9933
1/5/21,245.0366
1/4/21,243.2566
12/31/20,235.2233
12/30/20,231.5933
12/29/20,221.9966
12/28/20,221.23
12/24/20,220.59
12/23/20,215.3266
12/22/20,213.4466
12/21/20,216.62
12/18/20,231.6666
12/17/20,218.6333
12/16/20,207.59
12/15/20,211.0833
12/14/20,213.2766
12/11/20,203.33
12/10/20,209.0233
12/9/20,201.4933
12/8/20,216.6266
12/7/20,213.92
12/4/20,199.68
12/3/20,197.7933
12/2/20,189.6066
12/1/20,194.92
11/30/20,189.2
11/27/20,195.2533
11/25/20,191.3333
11/24/20,185.1266
11/23/20,173.95
11/20/20,163.2033
11/19/20,166.4233
11/18/20,162.2133
11/17/20,147.2033
11/16/20,136.03
11/13/20,136.1667
11/12/20,137.2533
11/11/20,139.0433
11/10/20,136.7867
11/9/20,140.42
11/6/20,143.3167
11/5/20,146.03
11/4/20,140.3267
11/3/20,141.3
11/2/20,133.5033
10/30/20,129.3467
10/29/20,136.9433
10/28/20,135.34
10/27/20,141.56
10/26/20,140.0933
10/23/20,140.21
10/22/20,141.93
10/21/20,140.88
10/20/20,140.6467
10/19/20,143.61
10/16/20,146.5567
10/15/20,149.6267
10/14/20,153.7667
10/13/20,148.8833
10/12/20,147.4333
10/9/20,144.6667
10/8/20,141.9733
10/7/20,141.7667
10/6/20,137.9933
10/5/20,141.8933
10/2/20,138.3633
10/1/20,149.3867
9/30/20,143.0033
9/29/20,139.69
9/28/20,140.4
9/25/20,135.78
9/24/20,129.2633
9/23/20,126.7867
9/22/20,141.41
9/21/20,149.7967
9/18/20,147.3833
9/17/20,141.1433
9/16/20,147.2533
9/15/20,149.92
9/14/20,139.8733
9/11/20,124.24
9/10/20,123.78
9/9/20,122.0933
9/8/20,110.07
9/4/20,139.44
9/3/20,135.6667
9/2/20,149.1233
9/1/20,158.35
8/31/20,166.1067
8/28/20,147.5601
8/27/20,149.2501
8/26/20,143.5447
8/25/20,134.8894
8/24/20,134.2801
8/21/20,136.6654
8/20/20,133.4554
8/19/20,125.2354
8/18/20,125.8061
8/17/20,122.3761
8/14/20,110.0474
8/13/20,108.0667
8/12/20,103.6507
8/11/20,91.626
8/10/20,94.5714
8/7/20,96.8474
8/6/20,99.3054
8/5/20,99.0014
8/4/20,99.1334
8/3/20,99
7/31/20,95.384
7/30/20,99.166
7/29/20,99.9407
7/28/20,98.4327
7/27/20,102.6401
7/24/20,94.4667
7/23/20,100.8714
7/22/20,106.1554
7/21/20,104.5574
7/20/20,109.5334
7/17/20,100.0561
7/16/20,100.0427
7/15/20,103.0674
7/14/20,101.1201
7/13/20,99.804
7/10/20,102.9767
7/9/20,92.952
7/8/20,91.0587
7/7/20,92.6574
7/6/20,91.4387
7/2/20,80.5774
7/1/20,74.642
6/30/20,71.9874
6/29/20,67.29
6/26/20,63.9827
6/25/20,65.732
6/24/20,64.0567
6/23/20,66.7854
6/22/20,66.288
6/19/20,66.7267
6/18/20,66.9307
6/17/20,66.1194
6/16/20,65.4754
6/15/20,66.06
6/12/20,62.352
6/11/20,64.856
6/10/20,68.3367
6/9/20,62.7114
6/8/20,63.328
6/5/20,59.044
6/4/20,57.6254
6/3/20,58.864
6/2/20,58.7707
6/1/20,59.8734
5/29/20,55.6667
5/28/20,53.7207
5/27/20,54.682
5/26/20,54.5914
5/22/20,54.4587
5/21/20,55.1734
5/20/20,54.3707
5/19/20,53.8674
5/18/20,54.242
5/15/20,53.278
5/14/20,53.5554
5/13/20,52.7307
5/12/20,53.9607
5/11/20,54.086
5/8/20,54.628
5/7/20,52.0027
5/6/20,52.172
5/5/20,51.214
5/4/20,50.746
5/1/20,46.7547
4/30/20,52.1254
4/29/20,53.3674
4/28/20,51.2747
4/27/20,53.25
4/24/20,48.3434
4/23/20,47.042
4/22/20,48.8074
4/21/20,45.7814
4/20/20,49.7574
4/17/20,50.2594
4/16/20,49.6807
4/15/20,48.6554
4/14/20,47.326
4/13/20,43.3967
4/9/20,38.2
4/8/20,36.5894
4/7/20,36.3634
4/6/20,34.416
4/3/20,32.0007
4/2/20,30.298
4/1/20,32.104
3/31/20,34.9334
3/30/20,33.4754
3/27/20,34.2907
3/26/20,35.2107
3/25/20,35.95
3/24/20,33.6667
3/23/20,28.9527
3/20/20,28.502
3/19/20,28.5093
3/18/20,24.0813
3/17/20,28.68
3/16/20,29.6713
3/13/20,36.4414
3/12/20,37.37
3/11/20,42.282
3/10/20,43.022
3/9/20,40.5334
3/6/20,46.8987
3/5/20,48.3027
3/4/20,49.9667
3/3/20,49.7007
3/2/20,49.5747
2/28/20,44.5327
2/27/20,45.2667
2/26/20,51.92
2/25/20,53.3274
2/24/20,55.586
2/21/20,60.0667
2/20/20,59.9607
2/19/20,61.1614
2/18/20,57.2267
2/14/20,53.3354
2/13/20,53.6
2/12/20,51.1527
2/11/20,51.6254
2/10/20,51.4187
2/7/20,49.8714
2/6/20,49.9307
2/5/20,48.98
2/4/20,59.1374
2/3/20,52
1/31/20,43.3714
1/30/20,42.7207
1/29/20,38.7327
1/28/20,37.7934
1/27/20,37.2014
1/24/20,37.6547
1/23/20,38.1467
1/22/20,37.9707
1/21/20,36.48
1/17/20,34.0334
1/16/20,34.2327
1/15/20,34.5667
1/14/20,35.8614
1/13/20,34.9907
1/10/20,31.8767
1/9/20,32.0893
1/8/20,32.8093
1/7/20,31.2707
1/6/20,30.1027
1/3/20,29.534
1/2/20,28.684
12/31/19,27.8887
12/30/19,27.6467
12/27/19,28.692
12/26/19,28.7293
12/24/19,28.35
12/23/19,27.948
12/20/19,27.0393
12/19/19,26.936
12/18/19,26.21
12/17/19,25.266
12/16/19,25.4333
12/13/19,23.8927
12/12/19,23.9787
12/11/19,23.5133
12/10/19,23.256
12/9/19,22.6353
12/6/19,22.3927
12/5/19,22.0247
12/4/19,22.202
12/3/19,22.4133
12/2/19,22.3247
11/29/19,21.996
11/27/19,22.086
11/26/19,21.928
11/25/19,22.4227
11/22/19,22.2027
11/21/19,23.6553
11/20/19,23.4813
11/19/19,23.968
11/18/19,23.3327
11/15/19,23.478
11/14/19,23.29
11/13/19,23.074
11/12/19,23.3287
11/11/19,23.006
11/8/19,22.476
11/7/19,22.3693
11/6/19,21.772
11/5/19,21.148
11/4/19,21.1647
11/1/19,20.8873
10/31/19,20.9947
10/30/19,21.0007
10/29/19,21.0813
10/28/19,21.8473
10/25/19,21.8753
10/24/19,19.9787
10/23/19,16.9787
10/22/19,17.0387
10/21/19,16.9
10/18/19,17.13
10/17/19,17.4647
10/16/19,17.3167
10/15/19,17.1927
10/14/19,17.1307
10/11/19,16.526
10/10/19,16.316
10/9/19,16.302
10/8/19,16.0033
10/7/19,15.848
10/4/19,15.4287
10/3/19,15.5353
10/2/19,16.2087
10/1/19,16.3127
9/30/19,16.058
9/27/19,16.142
9/26/19,16.1707
9/25/19,15.2467
9/24/19,14.8807
9/23/19,16.082
9/20/19,16.0413
9/19/19,16.44
9/18/19,16.2327
9/17/19,16.3193
9/16/19,16.1873
9/13/19,16.3467
9/12/19,16.3913
9/11/19,16.4733
9/10/19,15.7027
9/9/19,15.4527
9/6/19,15.1633
9/5/19,15.3053
9/4/19,14.712
9/3/19,15.0007
8/30/19,15.0407
8/29/19,14.7807
8/28/19,14.3727
8/27/19,14.272
8/26/19,14.3333
8/23/19,14.0933
8/22/19,14.81
8/21/19,14.722
8/20/19,15.0573
8/19/19,15.122
8/16/19,14.6627
8/15/19,14.376
8/14/19,14.6413
8/13/19,15.6667
8/12/19,15.2673
8/9/19,15.6673
8/8/19,15.8867
8/7/19,15.5613
8/6/19,15.3833
8/5/19,15.2213
8/2/19,15.6227
8/1/19,15.59
7/31/19,16.1073
7/30/19,16.1507
7/29/19,15.718
7/26/19,15.2027
7/25/19,15.2547
7/24/19,17.6587
7/23/19,17.3447
7/22/19,17.0453
7/19/19,17.212
7/18/19,16.9027
7/17/19,16.9907
7/16/19,16.8253
7/15/19,16.9
7/12/19,16.3387
7/11/19,15.9067
7/10/19,15.928
7/9/19,15.3373
7/8/19,15.356
7/5/19,15.54
7/3/19,15.66
7/2/19,14.97
7/1/19,15.1447
6/28/19,14.8973
6/27/19,14.856
6/26/19,14.618
6/25/19,14.6507
6/24/19,14.9093
6/21/19,14.7907
6/20/19,14.6413
6/19/19,15.0953
6/18/19,14.9827
6/17/19,15.002
6/14/19,14.328
6/13/19,14.2607
6/12/19,13.9507
6/11/19,14.4733
6/10/19,14.192
6/7/19,13.6333
6/6/19,13.73
6/5/19,13.106
6/4/19,12.9067
6/3/19,11.9313
5/31/19,12.344
5/30/19,12.548
5/29/19,12.6573
5/28/19,12.58
5/24/19,12.7087
5/23/19,13.0327
5/22/19,12.8487
5/21/19,13.672
5/20/19,13.6907
5/17/19,14.0687
5/16/19,15.222
5/15/19,15.4633
5/14/19,15.4873
5/13/19,15.134
5/10/19,15.968
5/9/19,16.132
5/8/19,16.3227
5/7/19,16.4707
5/6/19,17.0227
5/3/19,17.002
5/2/19,16.2733
5/1/19,15.6007
4/30/19,15.9127
4/29/19,16.098
4/26/19,15.676
4/25/19,16.5087
4/24/19,17.244
4/23/19,17.5933
4/22/19,17.5167
4/18/19,18.2173
4/17/19,18.082
4/16/19,18.224
4/15/19,17.7587
4/12/19,17.8467
4/11/19,17.8947
4/10/19,18.404
4/9/19,18.154
4/8/19,18.2133
4/5/19,18.3307
4/4/19,17.852
4/3/19,19.454
4/2/19,19.0587
4/1/19,19.2787
3/29/19,18.6573
3/28/19,18.5747
3/27/19,18.322
3/26/19,17.8513
3/25/19,17.3613
3/22/19,17.6353
3/21/19,18.268
3/20/19,18.24
3/19/19,17.8313
3/18/19,17.966
3/15/19,18.362
3/14/19,19.3307
3/13/19,19.264
3/12/19,18.8907
3/11/19,19.3947
3/8/19,18.9427
3/7/19,18.4393
3/6/19,18.416
3/5/19,18.436
3/4/19,19.024
3/1/19,19.6527
2/28/19,21.3253
2/27/19,20.9827
2/26/19,19.8573
2/25/19,19.918
2/22/19,19.6473
2/21/19,19.4153
2/20/19,20.1707
2/19/19,20.376
2/15/19,20.5253
2/14/19,20.2513
2/13/19,20.5447
2/12/19,20.7873
2/11/19,20.856
2/8/19,20.3867
2/7/19,20.5007
2/6/19,21.148
2/5/19,21.4233
2/4/19,20.8593
2/1/19,20.814
1/31/19,20.468
1/30/19,20.5847
1/29/19,19.8307
1/28/19,19.7587
1/25/19,19.8027
1/24/19,19.434
1/23/19,19.1727
1/22/19,19.928
1/18/19,20.1507
1/17/19,23.154
1/16/19,23.07
1/15/19,22.962
1/14/19,22.2933
1/11/19,23.1507
1/10/19,22.998
1/9/19,22.5687
1/8/19,22.3567
1/7/19,22.3307
1/4/19,21.1793
1/3/19,20.024
1/2/19,20.6747
12/31/18,22.1867
12/28/18,22.258
12/27/18,21.0753
12/26/18,21.7393
12/24/18,19.6927
12/21/18,21.318
12/20/18,21.0253
12/19/18,22.198
12/18/18,22.4687
12/17/18,23.228
12/14/18,24.3807
12/13/18,25.1193
12/12/18,24.44
12/11/18,24.4507
12/10/18,24.3433
12/7/18,23.8643
12/6/18,24.204
12/4/18,23.98
12/3/18,23.8993
11/30/18,23.3653
11/29/18,22.7447
11/28/18,23.1913
11/27/18,22.928
11/26/18,23.0667
11/23/18,21.722
11/21/18,22.546
11/20/18,23.166
11/19/18,23.5647
11/16/18,23.6207
11/15/18,23.2293
11/14/18,22.9333
11/13/18,22.582
11/12/18,22.0853
11/9/18,23.3673
11/8/18,23.4267
11/7/18,23.2107
11/6/18,22.7373
11/5/18,22.76
11/2/18,23.094
11/1/18,22.952
10/31/18,22.488
10/30/18,21.9933
10/29/18,22.3233
10/26/18,22.06
10/25/18,20.9907
10/24/18,19.2333
10/23/18,19.6093
10/22/18,17.3967
10/19/18,17.3333
10/18/18,17.594
10/17/18,18.1187
10/16/18,18.4393
10/15/18,17.306
10/12/18,17.252
10/11/18,16.8153
10/10/18,17.1253
10/9/18,17.52
10/8/18,16.704
10/5/18,17.4633
10/4/18,18.7887
10/3/18,19.6533
10/2/18,20.068
10/1/18,20.7133
9/28/18,17.6513
9/27/18,20.5013
9/26/18,20.6387
9/25/18,20.066
9/24/18,19.9787
9/21/18,19.94
9/20/18,19.8887
9/19/18,19.9347
9/18/18,18.9973
9/17/18,19.656
9/14/18,19.68
9/13/18,19.2973
9/12/18,19.3693
9/11/18,18.6293
9/10/18,19.0333
9/7/18,17.5493
9/6/18,18.73
9/5/18,18.716
9/4/18,19.2633
8/31/18,20.1107
8/30/18,20.21
8/29/18,20.334
8/28/18,20.7907
8/27/18,21.2847
8/24/18,21.5213
8/23/18,21.34
8/22/18,21.4427
8/21/18,21.46
8/20/18,20.5627
8/17/18,20.3667
8/16/18,22.3633
8/15/18,22.5793
8/14/18,23.176
8/13/18,23.7607
8/10/18,23.6993
8/9/18,23.4967
8/8/18,24.6893
8/7/18,25.3047
8/6/18,22.7993
8/3/18,23.2113
8/2/18,23.3027
8/1/18,20.056
7/31/18,19.876
7/30/18,19.3447
7/27/18,19.812
7/26/18,20.4433
7/25/18,20.5827
7/24/18,19.8287
7/23/18,20.2133
7/20/18,20.9053
7/19/18,21.3487
7/18/18,21.59
7/17/18,21.5127
7/16/18,20.6733
7/13/18,21.258
7/12/18,21.114
