id,date,city,state,type,ideology,subideology,group,description,image
51211,6/1/2023,Saint Louis,MO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, distributed propaganda that read: ""America first,"" ""Reject poison,"" ""Strong families, strong nations"" and ""For the nation, against the state.""",
51212,6/1/2023,Higginsville,MO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, spray-painted stencils on lawn signs with links to its website and messages that read: ""American by blood,"" ""No more foreign wars,"" ""America first"" and ""Reclaim America.""",
51214,6/1/2023,Columbia,MO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, spray-painted stencils on lawn signs with links to its website and messages that read: ""America is not for sale,"" ""Reject poison"" and ""American by blood.""",
51258,6/1/2023,Wishek,ND,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, distributed propaganda that read: ""America first,"" ""Forward for a new American nation state,"" ""United we stand"" and ""For the nation, against the state.""",
51268,6/1/2023,South Charleston,OH,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, distributed propaganda that read: ""Free occupied America,"" ""United we stand"" and ""Reject poison.""",
51271,6/1/2023,Fultonham,OH,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, spray-painted stencils with its logo, links to its website, and messages that read: ""Patriot Front,"" ""Life, liberty, victory"" and ""America first.""",
51272,6/1/2023,Columbus,OH,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, spray-painted a stencil with a message that read: ""Patriot Front.""",
51283,6/1/2023,Yukon,OK,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, distributed propaganda that read: ""Not stolen, conquered,"" ""For a new American nation state,"" ""Strong families, strong nations"" and ""For the nation, against the state.""",
51284,6/1/2023,Water Acres,OK,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, distributed propaganda that read: ""United we stand,"" ""For the nation, against the state"" and ""Free occupied America.""",
51367,6/1/2023,Houston,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, distributed propaganda at University of Houston-Downtown (UHD) that read: ""Revolution is our tradition,"" ""Reclaim America"" and ""Life of our nation, liberty of our people, victory of the A",
51424,6/1/2023,Hanover,VA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, spray-painted stencils on lawn signs with links to its website and messages that read: ""Reclaim America"" and ""Defend American labor.""",
51447,6/1/2023,Skykomish,WA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, distributed propaganda that read: ""America first,"" ""America is not for sale,"" ""United we stand"" and ""For the nation, against the state.""",
46116,5/31/2023,New Braintree,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Active Clubs,"Bay State Active Club, a white supremacist group, distributed propaganda that read: ""Rise"" and advertised a white supremacist website.",
46117,5/31/2023,Bulverde,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,National Justice Party (NJP),"National Justice Party, a white supremacist group, distributed fliers promoting their organization.",
46118,5/31/2023,Hempstead,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,National Justice Party (NJP),"National Justice Party, a white supremacist group, posted stickers promoting their organization.",
46119,5/31/2023,Lincoln Park,IL,White Supremacist Propaganda,Right Wing (White Supremacist),,National Justice Party (NJP),"National Justice Party, a white supremacist group, posted stickers promoting their organization.",
46120,5/31/2023,Benson,NE,White Supremacist Propaganda,Right Wing (White Supremacist),,National Justice Party (NJP),"National Justice Party, a white supremacist group, posted stickers which read: ""White Unity.""",
46121,5/31/2023,Chicago,IL,White Supremacist Propaganda,Right Wing (White Supremacist),,National Justice Party (NJP),"National Justice Party, a white supremacist group, posted stickers which read: ""White Unity"" and promoted their organization. ",
47869,5/31/2023,Raleigh,NC,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, hung a banner from an overpass. The group also spray-painted stencils with links to its website and messages that read: ""Reject poison,"" ""Better dead than red,"" ""Not stolen, conquered"" and ""United we stand.""",
47870,5/31/2023,Rock Springs,WY,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, spray-painted stencils on lawn signs with links to its website and messages that read: ""Not stolen, conquered"" and ""Reclaim America.""",
47871,5/31/2023,Saint Louis,MO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, spray-painted a stencil with a link to its website and a message that read: ""Reclaim America.""",
47872,5/31/2023,Scottsbluff,NE,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, spray-painted stencils with its logo, a link to its website, and a message that read: ""Patriot Front.""",
47873,5/31/2023,Spokane,WA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, hung banners from an overpass the read: ""No more foreign wars"" and ""No Zionists in Government, We Serve One Nation.""",
47874,5/31/2023,Wallingford,CT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, hung a banner from an overpass with a link to its website and a message that read: ""Life, liberty, victory.""",
47875,5/31/2023,Wilson,NC,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, hung a banner from an overpass with a link to its website and a message that read: ""Reject poison.""",
47876,5/31/2023,Woonsocket,RI,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Life of our nation, liberty of our people, victory of the American spirit,"" ""America is not for sale"" and ""Not stolen, conquered.""",
47877,5/31/2023,Auburn,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, hung a banner from an overpass with a link to its website and a message that read: ""Life, liberty, victory.""",
47878,5/31/2023,Bar Nunn,WY,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, spray-painted stencils on lawn signs with links to its website and messages that read: ""Life, liberty, victory"" and ""Not stolen, conquered.""",
47879,5/31/2023,Avondale,AL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, spray-painted a stencil with a message that read: ""Patriot Front."" Group members held up a confederate flag in one photo.",
47880,5/31/2023,Birmingham,AL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, spray-painted a stencil on a wall next to a highway with a link to its website and a message that read: ""We dare to defend our rights.""",
47881,5/31/2023,Carbondale,IL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, spray-painted stencils on lawn signs with links to its website and messages that read: ""America is not for sale,"" ""America first"" and ""Defend American labor.""",
47882,5/31/2023,Casper,WY,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, spray-painted stencils on lawn signs with links to its website and messages that read: ""Life, liberty, victory"" and ""Not stolen, conquered.""",
47883,5/31/2023,Chesapeake,VA,Antisemitic Incident:Vandalism;White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Forward for a new American nation state,"" ""No Zionists in government, we serve one nation"" and ""United we stand.""",
47884,5/31/2023,Breckenridge,CO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America first,"" ""Forward for a new American nation state"" and ""Better dead than red.""",
47885,5/31/2023,Midvale,UT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America first,"" ""Reclaim America,"" ""Not stolen, conquered"" and ""Better dead than red.""",
47886,5/31/2023,Park City,UT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""For a new American nation state,"" ""America first"" and ""For the nation, against the state.""",
47887,5/31/2023,Escondido,CA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""United we stand,"" ""Not stolen, conquered,"" ""Strong families make strong nations"" and ""American by blood.""",
47888,5/31/2023,Lowell,VT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Reject poison,"" ""Strong families, strong nations"" and ""Better dead than red.""",
47889,5/31/2023,Glen Carbon,IL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Not stolen, conquered,"" ""Reject poison"" and ""America is not for sale.""",
47890,5/31/2023,Morgantown,WV,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America first,"" ""Forward for a new American nation state,"" ""No more foreign wars"" and ""For the nation, against the state.""",
47891,5/31/2023,Hendersonville,TN,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America first,"" ""United we stand,"" ""Better dead than red"" and ""For the nation, against the state.""",
47892,5/31/2023,Milford,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America first"" and ""For the nation, against the state.""",
47893,5/31/2023,Frisco,CO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""For the nation, against the state,"" ""Reclaim America,"" ""Life of our nation, liberty of our people, victory of the American spirit"" and ""Forward for a new American nation state.""",
47894,5/31/2023,Millbury,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Better dead than red"" and ""Life of our nation, liberty of our people, victory of the American spirit.""",
47895,5/31/2023,Hooksett,NH,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""For the nation, against the state,"" ""Strong families, strong nations"" and ""For a new American nation state."" ",
47896,5/31/2023,Yakima,WA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America first,"" ""For a new American nation state,"" ""Forward for a new American nation state"" and ""Not stolen, conquered.""",
47897,5/31/2023,Hopedale,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America first"" and ""For the nation, against the state.""",
47898,5/31/2023,Saint Albans,VT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""United we stand,"" ""Better dead than red,"" ""Forward for a new American nation state"" and ""For the nation, against the state.""",
47899,5/31/2023,Kalamazoo,MI,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Free occupied America"" and ""America first.""",
47900,5/31/2023,Cayce,SC,Antisemitic Incident:Vandalism;White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Free occupied America,"" ""Better dead than red,"" ""No Zionists in government, we serve one nation"" and ""For the nation, against the state.""",
47901,5/31/2023,West Columbia,SC,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Reject poison,"" ""United we stand,"" ""Strong families make strong nations"" and ""Reclaim America.""",
47902,5/31/2023,Leonard Wood,MO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Not stolen, conquered,"" ""Strong families, strong nations,"" ""United we stand"" and ""Reject poison.""",
47903,5/31/2023,Omaha,NE,Antisemitic Incident:Vandalism;White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""No Zionists in government, we serve one nation,"" ""Forward for a new American nation state,"" ""Free occupied America"" and ""America is not for sale.""",
47904,5/31/2023,Marlborough,MA,Antisemitic Incident:Vandalism;White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""No Zionists in government, we serve one nation,"" ""Reclaim America,"" ""For a new American nation state"" and ""American by blood.""",
47905,5/31/2023,Waxahachie,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America first,"" ""Better dead than red,"" ""For a new American nation state"" and ""Forward for a new American nation state.""",
47906,5/31/2023,Fargo,ND,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Reject poison,"" ""United we stand,"" ""For the nation, against the state"" and ""Not stolen, conquered.""",
47907,5/31/2023,Moore,OK,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""For the nation, against the state"" and ""To ourselves and our posterity.""",
47908,5/31/2023,Riverton,UT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Strong families, strong nations,"" ""Reject poison,"" ""United we stand"" and ""Life, liberty, victory.""",
47909,5/31/2023,Salt Lake City,UT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""One nation, against invasion"" and ""Revolution is our tradition.""",
47910,5/31/2023,Holladay,UT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Not stolen, conquered,"" ""United we stand,"" ""Strong families, strong nations"" and ""Better dead than red.""",
47911,5/31/2023,Portsmouth,NH,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Better dead than red,"" ""Forward for a new American nation state"" and ""Free Occupied America""",
47912,5/31/2023,Ridgecrest,CA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""United we stand,"" ""Revolution is our tradition"" and ""One nation, against invasion.""",
47913,5/31/2023,Heber City,UT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Not stolen, conquered"" and ""Strong families, strong nations.""",
47914,5/31/2023,Columbia,SC,Antisemitic Incident:Vandalism;White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""No Zionists in government, we serve one nation,"" ""Better dead than red,"" ""America first"" and ""Free occupied America.""",
47915,5/31/2023,Granite,CO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America first,"" ""Not stolen, conquered,"" ""Strong families, strong nations"" and ""American by blood.""",
47916,5/31/2023,Reardan,WA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America is not for sale,"" ""To ourselves and our posterity"" and ""Not stolen, conquered.""",
47917,5/31/2023,Longmont,CO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America first"" and ""Forward for a new American nation state.""",
47918,5/31/2023,Palmer,MA,Antisemitic Incident:Vandalism;White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""No Zionists in government, we serve one nation,"" ""Strong families, strong nations,"" ""Free occupied America"" and ""Reclaim America.""",
47919,5/31/2023,Texas Corners,MI,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""To ourselves and our posterity"" and ""Better dead than red.""",
47920,5/31/2023,Dillon,CO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Not stolen, conquered,"" ""America first,"" ""United we stand"" and ""Reject poison.""",
47921,5/31/2023,Summerton,SC,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""For the nation, against the state,"" ""Better dead than red,"" ""America is not for sale"" and ""For the nation, against the state.""",
47922,5/31/2023,Henderson,NV,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Not stolen, conquered"" and ""America is not for sale.""",
47923,5/31/2023,Duluth,MN,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Not stolen, conquered,"" ""America is not for sale,"" ""United we stand"" and ""For a new American nation state."" ",
47924,5/31/2023,Manchester,NH,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""For the nation, against the state,"" ""For a new American nation state,"" ""Reject poison"" and ""America first.""",
47925,5/31/2023,Satellite Beach,FL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Not stolen, conquered,"" ""Forward for a new American nation state,"" ""America is not for sale"" and ""America first.""",
47926,5/31/2023,Mills,WY,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""American by blood"" and ""We dare to defend our rights.""",
47927,5/31/2023,Edwardsville,IL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Reject poison,"" ""Strong families, strong nations"" and ""America is not for sale.""",
47928,5/31/2023,Millcreek,UT,Antisemitic Incident:Vandalism;White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""No Zionists in government, we serve one nation,"" ""Life of our nation, liberty of our people, victory of the American spirit"" and ""Better dead than red.""",
47929,5/31/2023,Williamsburg,VA,Antisemitic Incident:Vandalism;White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""For a new American nation state"" and ""No Zionists in government, we serve one nation."" ",
47930,5/31/2023,Hanover,VA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Revolution is tradition,"" ""Strong families, strong nations,"" ""America first"" and ""Life of our nation, liberty of our people, victory of the American spirit.""",
47931,5/31/2023,Montpelier,VT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Forward for a new American nation state"" and ""American by blood.""",
47932,5/31/2023,East Point,MI,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Free occupied America,"" ""Forward for a new American nation state,"" ""Strong families, strong nations"" and ""For the nation, against the state.""",
47933,5/31/2023,Siloam Springs,AR,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""For the nation, against the state,"" ""Not stolen, conquered,"" ""Better dead than red"" and ""America first.""",
47934,5/31/2023,Savannah,GA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""For the nation, against the state,"" ""America is not for sale"" and ""Not stolen, conquered.""",
47935,5/31/2023,Wallace,ID,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda containing a QR code and messages that read: ""America first,"" ""Reject poison"" and ""For the nation, against the state.""",
47936,5/31/2023,Shreveport,LA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America first,"" ""Strong families, strong nations,"" ""Forward for a new American nation state"" and ""Not stolen, conquered.""",
47937,5/31/2023,Saint Robert,MO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""We dare to defend our rights"" and ""Forward for a new American nation state.""",
47938,5/31/2023,Marshall,MN,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""United we stand,"" ""For a new American nation state"" and ""America is not for sale.""",
47939,5/31/2023,Richmond,VA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Life, liberty, victory,"" ""Better dead than red,"" ""America is not for sale"" and ""To ourselves and our posterity.""",
47940,5/31/2023,East Berkshire,VT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Defend American labor,"" ""Strong families, strong nations,"" ""American by blood"" and ""We dare to defend our rights.""",
47941,5/31/2023,Warren,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Not stolen, conquered"" and ""Reclaim America.""",
47942,5/31/2023,Midwest City,OK,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Reclaim America,"" ""For a new American nation state,"" ""Forward for a new American nation state"" and ""Reject poison.""",
47943,5/31/2023,Hazen,AR,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Not stolen, conquered"" and ""Reject poison.""",
47944,5/31/2023,Farmington,AR,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America is not for sale,"" ""America first,"" ""Reject poison"" and ""Our tradition is revolution."" ",
47945,5/31/2023,West Memphis,AR,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Reject poison,"" ""America is not for sale"" and ""For the nation, against the state.""",
47946,5/31/2023,Rocky Mount,MO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America is not for sale,"" ""For the nation, against the state,"" ""America first"" and ""Reject poison.""",
47947,5/31/2023,Springdale,AR,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Not stolen, conquered,"" ""For the nation, against the state"" ""Free occupied America"" and ""Better dead than red.""",
47948,5/31/2023,Natrona County,WY,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Not stolen, conquered,"" ""Life, liberty, victory"" and ""We dare to defend our rights.""",
47949,5/31/2023,Moscow,ID,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America is not for sale,"" ""Reclaim America,"" ""For the nation, against the state"" and ""Revolution is tradition.""",
47950,5/31/2023,Fayetteville,AR,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America first,"" ""Our tradition is revolution,"" ""Reject poison,"" ""Life of our nation, liberty of our people, victory of the American spirit,"" ""United we stand,"" ""Not stolen, conquered,"" ""For the nation, against the state"" and ""America is not for sale."" ",
47951,5/31/2023,Howard Beach,NY,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Reclaim America,"" ""For the nation, against the state,"" ""Revolution is tradition"" and ""Patriot Front.""",
47952,5/31/2023,Washington,DC,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Life of our nation, liberty of our people, victory of the American spirit,"" ""Better dead than red,"" ""Revolution is our tradition"" and ""For the nation, against the state.""",
47953,5/31/2023,Hudson,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Not stolen, conquered,"" ""Reclaim America,"" ""American by blood"" and ""United we stand."" The group also spray-painted stencils on lawn signs with links to its website and messages that read: ""America first.""",
47954,5/31/2023,Orem,UT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Forward for a new American nation state,"" ""Revolution is tradition"" and ""America is not for sale.""",
47955,5/31/2023,Frisco,CO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America first,"" ""Reject poison,"" ""Strong families, strong nations"" and ""Not stolen, conquered.""",
47956,5/31/2023,Gentry,AR,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Free occupied America,"" ""Not stolen, conquered,"" ""Strong families, strong nations"" and ""Life of our nation, liberty of our people, victory of the American spirit.""",
47957,5/31/2023,Mondamin,IA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""United we stand,"" ""Forward for a new American nation state,"" ""Reject poison"" and ""America is not for sale.""",
47958,5/31/2023,Newburyport,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Free occupied America,"" ""America is not for sale"" and ""Forward for a new American nation state.""",
47959,5/31/2023,Broken Arrow,OK,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Reject poison,"" ""Forward for a new American nation state,"" ""America is not for sale"" and ""For the nation, against the state.""",
47960,5/31/2023,Edmond,OK,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""For the nation, against the state,"" ""No Zionists in government, we serve one nation"" and ""Not stolen, conquered.""",
47961,5/31/2023,Springfield,MA,Antisemitic Incident:Vandalism;White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""No Zionists in government, we serve one nation,"" ""Not stolen, conquered,"" ""American by blood"" and ""We dare to defend our rights.""",
47962,5/31/2023,Coeur D'Alene,ID,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda containing a QR code and messages that read: ""America is not for sale"" and ""To ourselves and our posterity.""",
47963,5/31/2023,Keystone,CO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""For the nation, against the state,"" ""Forward for a new American nation state"" and ""Reject poison.""",
47964,5/31/2023,Danville,PA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America first,"" ""Reclaim America,"" ""America is not for sale"" and ""For the nation, against the state.""",
47965,5/31/2023,Iowa Falls,IA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, a white supremacist group, distributed propaganda that read: ""America first,"" ""Better dead than red,"" ""Not stolen, conquered"" and ""Forward for a new American nation state.""",
